operator,deviceSN,deviceSKU,deviceHWD,packageName,dsn,deviceMacAddress,stationMacAddress,stationName,PMStartTime,PMFWCostTime,PMNavCostTime,PMMCUCostTime,PMStatus,md5Check,,,
noInfo,R14Q3081K3K8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453548,20579E490DE3,a4:bb:6d:ce:ca:1c,KAY-DT-43,07:45.2,33.425,23.466,10.906,success,noInfo,2.041,1.687,0.824
noInfo,R14Q3081K3K4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453563,20579E490DDF,a4:bb:6d:ce:ca:1c,KAY-DT-43,10:04.8,35.335,21.897,10.829,success,noInfo,2.01,1.652,0.81
noInfo,R14Q3081K3Q4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453578,20579E490E2B,a4:bb:6d:ce:ca:1c,KAY-DT-43,12:02.2,33.62,22.578,11.094,success,noInfo,2.029,1.609,0.818
noInfo,R14Q3081K4Z6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453593,20579E48F41C,a4:bb:6d:ce:ca:1c,KAY-DT-43,13:31.5,30.165,22.376,10.702,success,noInfo,2.042,1.615,0.81
noInfo,R14Q3081K3Q3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453608,20579E48F367,a4:bb:6d:ce:ca:1c,KAY-DT-43,16:13.2,31.25,23.165,10.868,success,noInfo,1.995,1.613,0.832
noInfo,R14Q3081K4S7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453618,20579E48F82D,a4:bb:6d:ce:ca:1c,KAY-DT-43,18:24.7,32.108,22.866,10.473,success,noInfo,2.07,1.672,0.812
noInfo,R14Q3081K3K1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453628,20579E490D95,a4:bb:6d:ce:ca:1c,KAY-DT-43,19:55.0,32.228,22.58,10.856,success,noInfo,1.993,1.621,0.82
noInfo,R14Q3081K3F5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453638,20579E490727,a4:bb:6d:ce:ca:1c,KAY-DT-43,21:38.0,30.115,22.096,10.547,success,noInfo,2.057,1.671,0.809
noInfo,R14Q3081K3J8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453653,20579E4906CD,a4:bb:6d:ce:ca:1c,KAY-DT-43,24:00.5,33.139,22.871,10.755,success,noInfo,2.119,1.653,0.821
noInfo,R14Q3081K3H7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453673,20579E4906F7,a4:bb:6d:ce:ca:1c,KAY-DT-43,27:24.8,34.211,22.44,10.743,success,noInfo,1.932,1.648,0.813
noInfo,R14Q3081K3J2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453688,20579E4908BC,a4:bb:6d:ce:ca:1c,KAY-DT-43,03:03.2,34.261,22.001,10.747,success,noInfo,2.003,1.635,0.82
noInfo,R14Q3081K3H5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453708,20579E490D4E,a4:bb:6d:ce:ca:1c,KAY-DT-43,15:28.0,33.391,22.965,11.086,success,noInfo,2.012,1.612,0.819
noInfo,R14Q3081K3H6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453718,20579E490D2D,a4:bb:6d:ce:ca:1c,KAY-DT-43,17:00.8,32.303,22.508,10.651,success,noInfo,2.072,1.604,0.828
noInfo,R14Q3081K9R4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453733,20579E4912D3,a4:bb:6d:ce:ca:1c,KAY-DT-43,18:39.9,30.252,22.478,3.19,success,noInfo,2.088,1.654,0.822
noInfo,R14Q3081K3F2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453743,20579E4916DD,a4:bb:6d:ce:ca:1c,KAY-DT-43,20:11.3,26.074,21.776,10.753,success,noInfo,2.114,1.75,0.821
noInfo,R14Q3081K5Z0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453773,20579E490A16,a4:bb:6d:ce:ca:1c,KAY-DT-43,24:20.9,31.255,23.155,10.66,success,noInfo,2.043,1.615,0.803
noInfo,R14Q3081K3F0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453788,20579E491A4D,a4:bb:6d:ce:ca:1c,KAY-DT-43,26:01.6,32.258,22.148,10.708,success,noInfo,2.008,1.617,0.826
noInfo,R14Q3081K3A0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453798,20579E48FFEA,a4:bb:6d:ce:ca:1c,KAY-DT-43,27:39.9,31.333,22.246,10.59,success,noInfo,1.995,1.624,0.83
noInfo,R14Q3081K5Z1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453808,309587F29C65,a4:bb:6d:ce:ca:1c,KAY-DT-43,29:06.3,33.183,22.093,10.792,success,noInfo,2.079,1.593,0.805
noInfo,R14Q3081K3Z1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453823,20579E491AFA,a4:bb:6d:ce:ca:1c,KAY-DT-43,30:50.2,30.272,23.296,10.645,success,noInfo,2.01,1.654,0.809
noInfo,R14Q3081K3F7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453833,20579E490F33,a4:bb:6d:ce:ca:1c,KAY-DT-43,32:17.6,29.285,21.949,10.648,success,noInfo,2.053,1.64,0.82
noInfo,R14Q3081K3A2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453848,20579E490EA9,a4:bb:6d:ce:ca:1c,KAY-DT-43,33:41.6,30.286,22.288,10.611,success,noInfo,2.046,1.736,0.822
noInfo,R14Q3081K3Z0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453863,20579E4916EF,a4:bb:6d:ce:ca:1c,KAY-DT-43,35:05.0,31.177,22.702,10.767,success,noInfo,2.103,1.586,0.834
noInfo,R14Q3081K3Z3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453883,20579E48F01D,a4:bb:6d:ce:ca:1c,KAY-DT-43,37:26.6,32.262,23.252,10.862,success,noInfo,1.973,1.687,0.811
noInfo,R14Q3081K2U7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453903,20579E491846,a4:bb:6d:ce:ca:1c,KAY-DT-43,39:46.6,32.142,22.078,10.861,success,noInfo,2.004,1.631,0.825
noInfo,R14Q3081K4S6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453913,20579E48F862,a4:bb:6d:ce:ca:1c,KAY-DT-43,42:05.0,32.334,22.241,10.592,success,noInfo,2.068,1.595,0.829
noInfo,R14Q3081K6J6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453928,20579E48F29A,a4:bb:6d:ce:ca:1c,KAY-DT-43,43:30.4,33.292,22.488,10.901,success,noInfo,2.026,1.618,0.82
noInfo,R14Q3081K2S2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453938,20579E4916E4,a4:bb:6d:ce:ca:1c,KAY-DT-43,45:01.3,30.484,23.488,10.623,success,noInfo,2.023,1.563,0.825
noInfo,R14Q3081K2S5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453948,20579E490F8E,a4:bb:6d:ce:ca:1c,KAY-DT-43,46:45.8,31.325,22.455,10.512,success,noInfo,2.037,1.589,0.812
noInfo,R14Q3081K3F3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453963,20579E491A02,a4:bb:6d:ce:ca:1c,KAY-DT-43,48:11.7,32.154,22.123,10.672,success,noInfo,1.963,1.615,0.81
noInfo,R14Q3081K2R7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453978,20579E490E09,a4:bb:6d:ce:ca:1c,KAY-DT-43,49:42.8,27.046,22.688,10.98,success,noInfo,2.05,1.669,0.82
noInfo,R14Q3081K2S4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021453993,20579E491A95,a4:bb:6d:ce:ca:1c,KAY-DT-43,51:22.0,32.238,23.456,10.612,success,noInfo,2.101,1.575,0.818
noInfo,R14Q3081K2S9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454008,20579E491855,a4:bb:6d:ce:ca:1c,KAY-DT-43,52:52.0,30.127,22.527,10.848,success,noInfo,2.003,1.659,0.812
noInfo,R14Q3081K2Q9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454023,20579E4917B0,a4:bb:6d:ce:ca:1c,KAY-DT-43,54:30.7,32.357,22.191,10.598,success,noInfo,1.963,1.607,0.813
noInfo,R14Q3081K2R1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454038,20579E4916AB,a4:bb:6d:ce:ca:1c,KAY-DT-43,56:16.5,34.14,23.346,10.656,success,noInfo,2.045,1.652,0.805
noInfo,R14Q3081K2Q2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454053,20579E49075C,a4:bb:6d:ce:ca:1c,KAY-DT-43,58:42.7,30.509,22.257,10.666,success,noInfo,1.994,1.63,0.82
noInfo,R14Q3081K2Q1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454063,20579E48FFDF,a4:bb:6d:ce:ca:1c,KAY-DT-43,00:05.9,26.149,23.06,10.662,success,noInfo,2.02,1.68,0.817
noInfo,R14Q3081K5A1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454078,20579E4916B0,a4:bb:6d:ce:ca:1c,KAY-DT-43,01:27.1,31.399,22.819,10.648,success,noInfo,1.969,1.58,0.81
noInfo,R14Q3081K2Q8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454093,20579E4907A3,a4:bb:6d:ce:ca:1c,KAY-DT-43,03:35.6,30.415,22.787,10.599,success,noInfo,2.029,1.721,0.824
noInfo,R14Q3081K3A9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454108,20579E491A27,a4:bb:6d:ce:ca:1c,KAY-DT-43,05:26.4,26.132,22.35,10.622,success,noInfo,1.931,1.608,0.82
noInfo,R14Q3081K5F6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454123,20579E490A0B,a4:bb:6d:ce:ca:1c,KAY-DT-43,06:50.1,31.066,22.684,10.603,success,noInfo,2.073,1.589,0.814
noInfo,R14Q3081K2K8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454138,20579E48F740,a4:bb:6d:ce:ca:1c,KAY-DT-43,08:17.9,31.847,22.716,10.718,success,noInfo,1.954,1.592,0.811
noInfo,R14Q3081K5A2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454148,20579E48FFC2,a4:bb:6d:ce:ca:1c,KAY-DT-43,09:47.8,29.199,22.635,10.644,success,noInfo,1.983,1.627,0.812
noInfo,R14Q3081K2J6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454163,20579E4918F1,a4:bb:6d:ce:ca:1c,KAY-DT-43,11:16.2,32.099,22.753,10.547,success,noInfo,2.031,1.65,0.827
noInfo,R14Q3081K2K2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454168,20579E490DA8,a4:bb:6d:ce:ca:1c,KAY-DT-43,13:12.6,32.086,22.066,10.619,success,noInfo,2.03,1.643,0.812
noInfo,R14Q3081K2K6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454183,20579E491A78,a4:bb:6d:ce:ca:1c,KAY-DT-43,14:35.7,30.33,22.145,10.506,success,noInfo,2.018,1.625,0.804
noInfo,R14Q3081K4U4,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454198,20579E48FFC1,a4:bb:6d:ce:ca:1c,KAY-DT-43,16:00.0,32.22,22.996,10.603,success,noInfo,1.945,1.633,0.811
noInfo,R14Q3081K4S1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454213,20579E48FE9B,a4:bb:6d:ce:ca:1c,KAY-DT-43,18:21.7,30.41,22.603,11.055,success,noInfo,1.996,1.682,0.811
noInfo,R14Q3081K2J2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454228,20579E491885,a4:bb:6d:ce:ca:1c,KAY-DT-43,19:46.1,30.214,23.186,10.568,success,noInfo,2.025,1.671,0.802
noInfo,R14Q3081K2H1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454243,20579E49075E,a4:bb:6d:ce:ca:1c,KAY-DT-43,21:18.9,30.229,22.25,10.434,success,noInfo,2.023,1.648,0.82
noInfo,R14Q3081K2H6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454258,20579E491862,a4:bb:6d:ce:ca:1c,KAY-DT-43,22:47.1,30.568,22.825,10.464,success,noInfo,1.94,1.731,0.812
noInfo,R14Q3081K6Z2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454273,20579E48FEF1,a4:bb:6d:ce:ca:1c,KAY-DT-43,24:35.1,31.399,22.859,10.644,success,noInfo,1.985,1.658,0.812
noInfo,R14Q3081K4U1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454283,20579E48F08F,a4:bb:6d:ce:ca:1c,KAY-DT-43,26:26.7,27.411,22.324,10.617,success,noInfo,2.043,1.676,0.825
noInfo,R14Q3081K2H5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454298,20579E48F7E5,a4:bb:6d:ce:ca:1c,KAY-DT-43,27:47.5,31.457,23.231,10.7,success,noInfo,1.962,1.623,0.827
noInfo,R14Q3081K5U8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454313,20579E490685,a4:bb:6d:ce:ca:1c,KAY-DT-43,29:30.1,31.422,22.782,10.618,success,noInfo,2.028,1.603,0.826
noInfo,R14Q3081K2F5,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454323,20579E491AC2,a4:bb:6d:ce:ca:1c,KAY-DT-43,31:15.8,30.176,22.774,10.49,success,noInfo,2.035,1.594,0.84
noInfo,R14Q3081K2A7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454338,20579E491B44,a4:bb:6d:ce:ca:1c,KAY-DT-43,32:45.1,31.361,21.916,10.693,success,noInfo,1.987,1.623,0.814
noInfo,R14Q3081K2A8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454348,20579E48F19C,a4:bb:6d:ce:ca:1c,KAY-DT-43,34:18.1,30.138,22.936,10.568,success,noInfo,1.945,1.704,0.811
noInfo,R14Q3081K9J0,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454363,20579E48FF25,a4:bb:6d:ce:ca:1c,KAY-DT-43,35:51.6,25.267,21.866,10.755,success,noInfo,2.156,1.681,0.825
noInfo,R14Q3081K2A3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454368,20579E48EFE1,a4:bb:6d:ce:ca:1c,KAY-DT-43,37:25.1,32.467,23.535,10.749,success,noInfo,1.994,1.623,0.812
noInfo,R14Q3081K2H2,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454378,20579E48F7E0,a4:bb:6d:ce:ca:1c,KAY-DT-43,39:03.0,25.477,22.349,10.833,success,noInfo,2.002,1.667,0.816
noInfo,R14Q3081K2Z7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454388,20579E490DAB,a4:bb:6d:ce:ca:1c,KAY-DT-43,40:31.1,30.964,22.968,10.584,success,noInfo,2.028,1.645,0.818
noInfo,R14Q3081K2A9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454398,20579E490E8D,a4:bb:6d:ce:ca:1c,KAY-DT-43,43:10.4,31.14,22.317,10.576,success,noInfo,1.967,1.598,0.812
noInfo,R14Q3081K2Z3,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454409,20579E491A21,a4:bb:6d:ce:ca:1c,KAY-DT-43,44:35.2,27.175,22.624,10.875,success,noInfo,2.047,1.553,0.817
noInfo,R14Q3081K5F7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454431,20579E48F849,a4:bb:6d:ce:ca:1c,KAY-DT-43,46:02.7,30.483,23.703,10.696,success,noInfo,2.019,1.625,0.811
noInfo,R14Q3081K2A6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454442,20579E491806,a4:bb:6d:ce:ca:1c,KAY-DT-43,47:52.5,31.685,22.616,10.594,success,noInfo,2.117,1.575,0.818
noInfo,R14Q3081K2F7,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454465,20579E48F8BF,a4:bb:6d:ce:ca:1c,KAY-DT-43,50:12.2,32.94,22.551,10.825,success,noInfo,1.918,1.651,0.817
noInfo,R14Q3081K2H9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454477,20579E491228,a4:bb:6d:ce:ca:1c,KAY-DT-43,51:40.1,31.457,22.984,10.77,success,noInfo,2.023,1.623,0.822
noInfo,R14Q3081K1U9,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454492,20579E48F720,a4:bb:6d:ce:ca:1c,KAY-DT-43,53:06.9,31.305,22.741,10.685,success,noInfo,2.03,1.559,0.81
noInfo,R14Q3081K1S6,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454502,20579E4917FD,a4:bb:6d:ce:ca:1c,KAY-DT-43,54:40.2,26.257,22.755,11.032,success,noInfo,2.012,1.622,0.822
noInfo,R14Q3081K1R8,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454517,20579E490AC1,a4:bb:6d:ce:ca:1c,KAY-DT-43,56:08.2,32.289,21.875,10.838,success,noInfo,2.086,1.638,0.822
noInfo,R14Q3081K8Q1,RV2520A0US,10B051100XX3000A1XX0100XX50XXXXX,Lidar360P3.3308.14.6_sprint14.6_FV0.1.1_ST2.2.005_M0.0.82_GM1.0.82_18.50_Jun242021.zip,AC000W021454522,20579E490A1A,a4:bb:6d:ce:ca:1c,KAY-DT-43,57:36.8,29.24,22.998,3.188,success,noInfo,2.022,1.653,0.804
